,qtd_filhos,tipo_renda,educacao,estado_civil,tipo_residencia,idade,tempo_emprego,possui_celular,possui_fone_comercial,possui_fone,possui_email,qt_pessoas_residencia,mau,sexo_M,posse_de_veiculo_Y,posse_de_imovel_Y
137,0,1,1,1,1,43.56438356164384,0.3561643835616438,1,1,0,0,2.0,False,1,1,0
138,0,2,2,3,1,33.64931506849315,1.1095890410958904,1,0,1,0,2.0,False,1,0,0
139,0,2,2,1,1,27.627397260273973,1.8575342465753424,1,0,0,0,2.0,False,0,0,0
140,0,2,1,5,4,28.153424657534245,1.523287671232877,1,1,1,0,1.0,False,1,1,0
141,0,1,2,3,2,39.87671232876713,3.3589041095890413,1,1,0,0,2.0,False,1,1,0
142,2,2,2,1,1,41.49041095890411,17.534246575342465,1,1,0,0,4.0,False,1,1,0
143,0,4,1,3,1,59.273972602739725,-1000.6657534246576,1,0,1,0,2.0,False,0,0,1
144,0,1,1,1,1,52.38356164383562,10.03013698630137,1,0,0,0,2.0,False,1,1,0
145,2,2,2,1,1,34.93698630136986,1.1863013698630136,1,0,1,0,4.0,False,0,0,1
146,0,1,2,1,1,54.67945205479453,20.45205479452055,1,0,0,0,2.0,False,1,1,1
147,2,1,1,1,1,29.34246575342466,6.441095890410959,1,0,0,0,4.0,True,0,0,1
148,2,1,1,1,1,29.34246575342466,6.441095890410959,1,0,0,0,4.0,False,0,0,1
149,0,1,3,2,1,23.23835616438356,4.112328767123287,1,1,0,1,1.0,False,0,0,1
150,2,3,1,1,1,34.76712328767123,12.194520547945206,1,0,0,0,4.0,False,0,1,1
151,0,1,1,1,1,44.04383561643836,21.03835616438356,1,0,0,0,2.0,False,1,1,1
152,1,1,1,1,1,45.515068493150686,8.863013698630137,1,0,0,0,3.0,False,0,1,1
153,0,3,1,1,1,56.55890410958904,10.610958904109587,1,0,0,0,2.0,False,0,1,1
154,0,4,2,2,1,62.64931506849315,-1000.6657534246576,1,0,0,0,1.0,False,1,1,1
155,0,1,3,1,1,46.13424657534247,10.115068493150686,1,0,0,0,2.0,False,0,0,1
156,1,2,1,1,1,38.19178082191781,1.6904109589041096,1,0,0,0,3.0,False,1,1,1
157,1,1,1,1,1,33.78082191780822,7.695890410958904,1,0,1,1,3.0,False,0,1,0
158,2,3,1,1,1,33.53972602739726,5.608219178082192,1,0,0,0,4.0,False,0,0,1
159,1,3,3,3,1,29.934246575342467,9.780821917808218,1,0,1,0,3.0,False,0,0,1
160,1,2,1,5,1,35.33150684931507,1.9424657534246572,1,0,0,0,2.0,False,0,1,1
161,0,2,2,2,4,29.67945205479452,6.86027397260274,1,0,0,1,1.0,False,0,0,0
162,0,1,1,1,1,56.93698630136986,6.358904109589041,1,0,0,0,2.0,False,0,0,1
163,0,4,1,1,1,60.6054794520548,-1000.6657534246576,1,0,1,0,2.0,False,1,1,1
164,0,1,1,1,1,59.96986301369863,23.2027397260274,1,1,0,0,2.0,False,0,0,1
165,0,1,1,1,1,50.61369863013699,8.276712328767124,1,0,0,1,2.0,False,0,0,1
166,0,1,1,2,1,46.50684931506849,6.86027397260274,1,0,1,1,1.0,False,1,1,1
167,0,1,1,1,1,45.40547945205479,12.531506849315068,1,0,0,0,2.0,False,0,0,1
168,0,1,1,4,1,50.37808219178082,21.45205479452055,1,0,0,0,1.0,False,0,0,1
169,0,1,1,1,1,45.90958904109589,9.610958904109587,1,0,0,0,2.0,False,0,0,1
170,2,1,1,1,3,34.295890410958904,3.1095890410958904,1,0,0,0,4.0,False,1,1,0
171,0,1,1,1,1,57.345205479452055,0.5232876712328767,1,0,1,1,2.0,False,1,0,1
172,0,2,1,1,1,28.23013698630137,4.608219178082192,1,0,0,0,2.0,False,0,0,0
173,2,3,2,1,1,37.0986301369863,10.863013698630136,1,0,0,0,4.0,False,0,1,1
174,0,4,1,1,1,61.85753424657534,-1000.6657534246576,1,0,0,0,2.0,False,0,0,1
175,0,4,1,1,1,60.5972602739726,-1000.6657534246576,1,0,0,0,2.0,False,0,1,1
176,0,4,2,4,1,58.271232876712325,-1000.6657534246576,1,0,0,1,1.0,False,0,1,1
177,0,1,1,1,1,38.821917808219176,2.5232876712328767,1,0,0,0,2.0,False,1,1,1
178,1,1,1,1,1,41.08219178082192,14.6986301369863,1,0,0,1,3.0,False,0,1,1
179,2,1,1,1,1,35.416438356164385,5.693150684931507,1,1,1,1,4.0,False,0,0,1
180,0,4,1,1,1,63.8,-1000.6657534246576,1,0,0,0,2.0,False,1,1,1
181,1,1,1,1,1,34.24657534246575,15.786301369863011,1,0,0,0,3.0,False,0,1,1
182,0,1,1,1,1,60.59452054794521,4.441095890410959,1,0,1,1,2.0,False,1,1,1
183,0,3,1,1,1,50.68767123287671,5.112328767123287,1,0,0,0,2.0,False,0,0,1
184,0,2,1,1,1,58.35616438356164,1.2712328767123289,1,0,0,0,2.0,False,0,0,1
185,2,2,1,3,1,50.345205479452055,11.6986301369863,1,1,1,1,4.0,False,1,1,1
186,1,1,1,2,1,46.01917808219178,18.035616438356165,1,0,1,0,2.0,False,1,0,0
187,0,2,1,1,1,42.74520547945205,13.865753424657534,1,0,1,0,2.0,False,0,0,1
188,0,4,1,1,1,63.93424657534246,-1000.6657534246576,1,0,0,0,2.0,False,0,1,1
189,0,1,1,1,1,49.6,3.608219178082192,1,0,0,0,2.0,False,1,0,1
190,0,4,2,2,1,63.56164383561644,-1000.6657534246576,1,0,1,0,1.0,False,0,0,1
191,0,1,4,1,4,27.34520547945205,5.112328767123287,1,0,0,1,2.0,False,1,1,1
192,1,3,1,1,1,48.032876712328765,22.03835616438356,1,0,0,0,3.0,False,0,1,1
193,0,2,3,1,1,59.1013698630137,5.945205479452055,1,0,0,0,2.0,False,1,1,1
194,0,1,1,1,1,45.224657534246575,11.865753424657534,1,0,0,0,2.0,False,1,1,1
195,0,1,1,1,1,55.19178082191781,2.8575342465753426,1,0,0,0,2.0,False,1,1,1
196,0,3,1,1,1,54.01095890410959,22.87123287671233,1,0,0,0,2.0,False,0,1,1
197,1,1,3,1,1,37.78082191780822,15.449315068493153,1,1,1,0,3.0,False,1,0,1
198,0,2,1,1,1,40.87123287671233,5.112328767123287,1,0,0,0,2.0,False,0,0,1
199,0,2,1,1,1,55.43287671232877,17.035616438356165,1,1,1,0,2.0,False,0,0,1
200,0,4,1,1,1,64.14520547945206,-1000.6657534246576,1,0,0,0,2.0,False,0,0,1
201,1,2,1,1,1,41.394520547945206,5.358904109589041,1,0,0,0,3.0,False,0,1,1
202,0,2,2,1,1,26.008219178082197,0.3561643835616438,1,0,0,1,2.0,False,1,0,0
203,0,4,1,1,1,62.64931506849315,-1000.6657534246576,1,0,0,0,2.0,False,0,0,0
204,1,3,3,1,4,29.016438356164382,3.2739726027397262,1,0,0,0,3.0,False,1,1,0
205,2,1,1,5,1,40.635616438356166,20.284931506849315,1,1,0,0,3.0,False,0,0,1
206,0,2,1,2,1,33.92602739726028,5.526027397260274,1,1,1,0,1.0,False,1,1,0
207,1,1,2,5,1,26.84931506849315,5.778082191780822,1,0,0,1,2.0,False,0,1,1
208,0,4,1,1,1,65.11780821917809,-1000.6657534246576,1,0,0,0,2.0,False,0,1,1
209,0,2,2,1,1,37.69315068493151,6.945205479452055,1,0,0,1,2.0,False,0,1,1
210,1,1,2,1,1,38.76164383561644,4.358904109589041,1,1,1,0,3.0,False,0,1,1
211,0,4,1,1,1,59.87397260273973,-1000.6657534246576,1,0,0,0,2.0,False,0,0,1
212,1,1,1,5,1,36.78082191780822,8.610958904109589,1,0,0,0,2.0,False,1,1,0
213,0,1,1,1,1,42.945205479452056,0.7753424657534247,1,0,0,1,2.0,False,0,0,1
214,1,1,1,1,1,30.43013698630137,0.3561643835616438,1,0,0,0,3.0,False,0,1,0
215,0,4,1,1,1,58.95342465753425,-1000.6657534246576,1,0,0,0,2.0,False,0,0,1
216,0,4,1,1,1,62.9041095890411,-1000.6657534246576,1,0,0,0,2.0,False,0,0,1
217,0,1,1,1,1,36.293150684931504,15.953424657534246,1,1,0,0,2.0,False,0,1,1
218,0,5,2,1,1,51.38630136986301,10.695890410958905,1,0,0,1,2.0,False,0,0,1
219,1,1,1,1,1,34.58082191780822,1.8575342465753424,1,0,1,0,3.0,False,0,1,1
220,0,3,2,1,1,32.635616438356166,6.027397260273973,1,0,0,0,2.0,False,1,1,1
221,0,2,2,3,1,35.85479452054795,0.8575342465753425,1,0,0,0,2.0,False,1,1,1
222,2,1,2,1,1,37.81643835616438,0.4383561643835616,1,1,1,0,4.0,False,1,1,1
223,0,4,1,1,1,54.75890410958904,-1000.6657534246576,1,0,0,0,2.0,False,1,1,1
224,1,1,1,1,1,27.994520547945207,0.8575342465753425,1,1,0,0,3.0,False,1,1,1
225,0,1,1,2,1,47.49041095890411,6.86027397260274,1,0,0,0,1.0,False,0,1,1
226,1,1,2,1,6,50.61917808219178,7.191780821917808,1,0,0,0,3.0,False,1,1,1
227,0,4,1,3,1,55.7945205479452,-1000.6657534246576,1,0,0,0,2.0,False,0,0,1
228,2,1,1,1,1,38.15890410958904,8.361643835616439,1,0,0,0,4.0,True,0,1,0
229,2,1,1,1,1,38.15890410958904,8.361643835616439,1,0,0,0,4.0,False,0,1,0
230,0,2,1,5,1,49.81917808219178,8.276712328767124,1,0,1,1,1.0,False,0,1,1
231,0,2,1,1,1,43.21643835616438,7.947945205479452,1,0,1,0,2.0,False,1,1,1
232,0,1,2,1,1,27.794520547945204,4.608219178082192,1,0,0,1,2.0,False,0,1,1
233,1,1,1,1,1,31.013698630136982,4.358904109589041,1,0,0,1,3.0,False,1,1,1
234,1,2,2,1,1,38.83013698630137,5.273972602739726,1,0,0,1,3.0,False,0,0,0
235,1,1,1,1,1,46.05205479452055,9.115068493150686,1,0,0,0,3.0,False,1,1,1
236,0,4,1,1,1,62.81369863013698,-1000.6657534246576,1,0,0,0,2.0,False,0,0,1
237,1,2,3,1,1,29.90684931506849,2.5232876712328767,1,0,0,0,3.0,False,0,0,1
238,2,1,2,1,1,32.50410958904109,12.364383561643836,1,0,0,0,4.0,False,0,0,1
239,0,4,1,4,1,54.512328767123286,-1000.6657534246576,1,0,1,0,1.0,False,0,0,1
240,0,1,1,3,1,58.035616438356165,3.024657534246576,1,0,0,0,2.0,False,0,0,1
241,0,4,3,1,1,60.96986301369863,-1000.6657534246576,1,0,1,0,2.0,False,0,0,1
242,0,1,1,2,1,53.20821917808219,5.526027397260274,1,0,0,0,1.0,False,0,0,1
243,0,1,1,3,1,34.13972602739726,1.8575342465753424,1,0,0,0,2.0,False,0,1,1
244,0,4,1,1,3,52.77534246575343,-1000.6657534246576,1,0,1,0,2.0,False,0,0,0
245,1,1,1,1,1,24.22739726027397,1.356164383561644,1,1,1,0,3.0,False,1,0,0
246,0,1,2,2,1,30.28767123287671,2.9424657534246577,1,0,0,0,1.0,False,1,1,0
247,2,1,1,1,1,36.602739726027394,11.194520547945206,1,0,0,0,4.0,False,1,1,1
248,0,1,1,1,1,47.00821917808219,8.191780821917808,1,0,0,0,2.0,False,1,1,1
249,0,1,1,1,1,57.02739726027397,2.271232876712329,1,0,0,1,2.0,False,1,1,1
250,0,1,2,1,1,28.21095890410959,6.112328767123287,1,0,0,0,2.0,False,1,1,1
251,0,1,1,2,1,56.6,0.8575342465753425,1,1,1,1,1.0,False,1,1,1
252,2,2,2,1,1,38.24109589041096,8.276712328767124,1,0,0,0,4.0,False,0,1,1
253,0,1,1,1,1,43.45753424657534,13.865753424657534,1,0,1,0,2.0,False,1,1,0
254,2,1,1,1,1,37.88493150684931,16.44931506849315,1,1,1,0,4.0,False,1,0,1
255,0,1,1,1,1,58.61917808219178,2.7753424657534245,1,0,0,1,2.0,False,0,0,1
256,0,1,1,3,1,32.47397260273973,13.865753424657534,1,1,0,0,2.0,False,0,0,1
257,0,1,1,1,1,60.31232876712329,28.04383561643836,1,1,1,0,2.0,False,1,1,1
258,0,4,3,1,1,58.49315068493151,-1000.6657534246576,1,0,1,0,2.0,False,0,1,1
259,0,4,1,1,1,61.06849315068493,-1000.6657534246576,1,0,0,0,2.0,False,0,0,1
260,1,1,2,2,1,38.07123287671233,0.9424657534246575,1,0,0,0,2.0,False,0,1,1
261,0,1,1,2,1,30.235616438356164,11.783561643835617,1,1,1,0,1.0,False,1,0,1
262,1,2,2,1,1,39.654794520547945,6.189041095890411,1,0,0,1,3.0,False,0,1,1
263,0,4,2,1,1,64.03287671232877,-1000.6657534246576,1,0,0,0,2.0,False,0,0,1
264,0,1,2,1,1,46.586301369863016,12.531506849315068,1,0,0,1,2.0,False,1,0,0
265,1,1,1,1,3,30.24383561643836,7.695890410958904,1,0,0,0,3.0,False,0,0,1
266,0,1,1,1,3,42.32876712328767,2.1095890410958904,1,0,0,1,2.0,False,0,0,1
267,2,2,1,1,1,41.47945205479452,8.695890410958905,1,1,0,1,4.0,False,0,0,1
268,0,1,1,1,1,35.87671232876713,4.526027397260274,1,0,0,0,2.0,False,0,1,1
269,2,1,1,1,1,47.345205479452055,15.282191780821918,1,1,0,0,4.0,False,1,1,1
270,0,2,1,1,1,51.11232876712329,7.276712328767124,1,0,0,0,2.0,False,0,0,1
271,0,4,2,1,1,61.35616438356164,-1000.6657534246576,1,0,0,0,2.0,False,0,1,1
272,0,1,2,1,1,32.38904109589041,2.024657534246576,1,0,0,1,2.0,False,0,1,1
273,1,1,1,1,1,48.942465753424656,19.36986301369863,1,0,0,1,3.0,False,0,0,1
274,0,2,1,1,1,45.37534246575343,2.8575342465753426,1,0,0,0,2.0,False,0,0,1
275,1,1,1,1,1,38.47945205479452,2.8575342465753426,1,0,0,0,3.0,False,0,1,1
276,1,2,1,1,1,49.78904109589041,1.8575342465753424,1,0,1,1,3.0,False,1,1,1
277,1,2,1,1,1,49.78904109589041,1.8575342465753424,1,0,1,1,3.0,True,1,1,1
278,0,4,1,1,1,56.67945205479453,-1000.6657534246576,1,0,1,0,2.0,False,0,0,1
279,0,4,1,1,1,65.09041095890412,-1000.6657534246576,1,0,0,1,2.0,False,0,0,1
280,0,1,1,1,1,62.24657534246575,2.356164383561644,1,0,1,1,2.0,False,1,1,1
281,0,4,2,1,1,55.88767123287671,-1000.6657534246576,1,0,0,0,2.0,False,0,1,1
282,0,1,1,4,2,61.0,2.271232876712329,1,0,0,1,1.0,False,0,0,0
283,0,1,1,4,2,61.0,2.271232876712329,1,0,0,1,1.0,True,0,0,0
